date,temperature,humidity
29.07.2020-17:29:50,24.47,40.91
29.07.2020-17:29:55,13.47,47.65
29.07.2020-17:30:00,18.65,77.18
29.07.2020-17:30:05,24.46,71.67
29.07.2020-17:30:10,16.97,25.2
29.07.2020-17:30:15,10.89,27.28
29.07.2020-17:30:20,18.9,24.86
29.07.2020-17:30:25,30.09,43.3
29.07.2020-17:30:30,15.83,46.14
29.07.2020-17:30:35,24.93,84.89
29.07.2020-17:30:40,11.86,39.06
29.07.2020-17:30:45,23.93,51.63
29.07.2020-17:30:50,3.79,4.13
29.07.2020-17:30:55,18.18,70.79
29.07.2020-17:31:00,18.79,40.75
29.07.2020-17:31:05,15.7,63.15
29.07.2020-17:31:10,21.65,43.87
29.07.2020-17:31:15,19.88,16.24
29.07.2020-17:31:20,18.95,18.16
29.07.2020-17:31:25,20.99,47.12
29.07.2020-17:31:30,20.85,55.54
29.07.2020-17:31:35,21.15,27.56
29.07.2020-17:31:40,26.21,62.99
29.07.2020-17:31:45,26.34,42.32
29.07.2020-17:31:50,17.11,45.98
29.07.2020-17:31:55,8.81,18.79
29.07.2020-17:32:00,19.83,45.65
29.07.2020-17:32:05,25.6,53.0
29.07.2020-17:32:10,18.1,50.57
29.07.2020-17:32:15,16.7,78.51
29.07.2020-17:32:20,20.3,36.0
29.07.2020-17:32:25,26.87,61.74
29.07.2020-17:32:30,17.46,87.87
29.07.2020-17:32:36,15.58,34.72
29.07.2020-17:32:41,34.63,20.36
29.07.2020-17:32:46,20.44,50.77
29.07.2020-17:32:51,21.25,40.84
29.07.2020-17:32:56,20.6,74.57
29.07.2020-17:33:01,10.15,35.94
29.07.2020-17:33:06,15.26,62.05
29.07.2020-17:33:11,25.23,41.91
29.07.2020-17:33:16,15.3,62.53
29.07.2020-17:33:21,25.35,77.7
29.07.2020-17:33:26,22.22,58.95
29.07.2020-17:33:31,12.92,57.73
29.07.2020-17:33:36,17.11,29.22
29.07.2020-17:33:41,15.6,33.82
29.07.2020-17:33:46,16.14,23.66
29.07.2020-17:33:51,15.55,59.51
29.07.2020-17:33:56,22.9,43.17
29.07.2020-17:34:01,23.85,61.17
29.07.2020-17:34:06,15.94,28.09
29.07.2020-17:34:11,12.06,76.81
29.07.2020-17:34:16,17.36,47.12
29.07.2020-17:34:21,17.51,35.76
29.07.2020-17:34:26,19.24,56.4
29.07.2020-17:34:31,14.68,75.74
29.07.2020-17:34:36,17.74,59.09
29.07.2020-17:34:41,19.49,53.55
29.07.2020-17:34:46,25.92,76.95
29.07.2020-17:34:51,20.34,56.36
29.07.2020-17:34:56,8.35,52.18
29.07.2020-17:35:01,19.39,60.13
29.07.2020-17:35:06,22.34,42.32
29.07.2020-17:35:11,26.13,45.02
29.07.2020-17:35:16,21.01,34.7
29.07.2020-17:35:21,16.55,12.3
29.07.2020-17:35:26,19.25,16.48
29.07.2020-17:35:31,23.41,65.38
29.07.2020-17:35:36,25.06,54.68
29.07.2020-17:35:41,18.82,83.08
29.07.2020-17:35:46,15.87,57.8
29.07.2020-17:35:51,19.74,27.96
29.07.2020-17:35:56,20.74,50.5
29.07.2020-17:36:01,15.63,63.23
29.07.2020-17:36:06,15.05,37.54
29.07.2020-17:36:11,25.77,94.67
29.07.2020-17:36:16,18.06,46.13
29.07.2020-17:36:21,23.85,48.12
29.07.2020-17:36:26,9.61,46.59
29.07.2020-17:36:31,18.27,45.44
29.07.2020-17:36:36,26.86,48.77
29.07.2020-17:36:41,18.46,74.54
29.07.2020-17:36:46,12.74,69.46
29.07.2020-17:36:51,18.08,85.35
29.07.2020-17:36:56,20.81,26.9
29.07.2020-17:37:01,22.42,56.51
29.07.2020-17:37:06,19.26,37.45
29.07.2020-17:37:11,24.14,50.11
29.07.2020-17:37:16,20.65,61.71
29.07.2020-17:37:21,23.13,69.88
29.07.2020-17:37:26,17.84,41.19
29.07.2020-17:37:31,20.37,58.29
29.07.2020-17:37:36,21.57,33.86
29.07.2020-17:37:41,31.06,51.67
29.07.2020-17:37:46,17.37,42.15
29.07.2020-17:37:51,22.81,73.95
29.07.2020-17:37:56,23.32,28.23
29.07.2020-17:38:01,21.57,64.84
29.07.2020-17:38:06,28.39,68.83
29.07.2020-17:38:11,17.69,16.32
29.07.2020-17:38:16,19.5,58.1
29.07.2020-17:38:21,26.93,58.84
29.07.2020-17:38:26,19.73,61.72
29.07.2020-17:38:31,17.14,51.52
29.07.2020-17:38:36,17.75,50.6
29.07.2020-17:38:41,17.3,21.18
29.07.2020-17:38:46,18.14,29.83
29.07.2020-17:38:51,25.37,20.9
29.07.2020-17:38:56,25.64,42.63
29.07.2020-17:39:01,26.41,26.54
29.07.2020-17:39:06,20.79,12.58
29.07.2020-17:39:11,22.39,38.94
29.07.2020-17:39:16,29.22,50.46
29.07.2020-17:39:21,21.87,79.41
29.07.2020-17:39:26,22.7,60.81
29.07.2020-17:39:31,22.08,11.37
29.07.2020-17:39:36,26.55,19.49
29.07.2020-17:39:41,20.02,63.89
29.07.2020-17:39:46,23.96,14.7
29.07.2020-17:39:51,25.09,43.87
29.07.2020-17:39:56,13.87,59.89
29.07.2020-17:40:01,22.01,44.92
29.07.2020-17:40:06,15.76,6.48
29.07.2020-17:40:11,17.79,39.08
29.07.2020-17:40:16,18.07,57.14
29.07.2020-17:40:21,13.9,50.47
29.07.2020-17:40:26,16.47,32.99
29.07.2020-17:40:31,21.46,44.45
29.07.2020-17:40:36,13.45,56.26
29.07.2020-17:40:41,23.56,52.29
29.07.2020-17:40:46,18.39,50.28
29.07.2020-17:40:51,33.75,49.15
29.07.2020-17:40:56,22.79,54.2
29.07.2020-17:41:01,18.27,25.82
29.07.2020-17:41:06,22.13,52.98
29.07.2020-17:41:11,13.73,68.13
29.07.2020-17:41:16,22.24,64.17
29.07.2020-17:41:21,23.05,24.06
29.07.2020-17:41:26,16.13,60.97
29.07.2020-17:41:31,11.3,54.07
29.07.2020-17:41:36,11.88,52.27
29.07.2020-17:41:41,18.68,73.29
29.07.2020-17:41:46,22.19,38.04
29.07.2020-17:41:51,25.81,42.21
29.07.2020-17:41:56,15.87,19.03
29.07.2020-17:42:01,19.06,23.1
29.07.2020-17:42:06,21.58,5.16
29.07.2020-17:42:11,15.68,34.63
29.07.2020-17:42:16,20.27,74.89
29.07.2020-17:42:21,12.93,25.16
29.07.2020-17:42:26,22.58,46.11
29.07.2020-17:42:31,9.36,39.27
29.07.2020-17:42:36,25.25,83.2
29.07.2020-17:42:41,22.86,31.84
29.07.2020-17:42:46,20.0,75.0
29.07.2020-17:42:51,22.23,41.38
29.07.2020-17:42:56,14.32,102.44
29.07.2020-17:43:01,27.83,18.35
29.07.2020-17:43:06,13.2,45.97
29.07.2020-17:43:11,22.74,16.02
29.07.2020-17:43:16,13.14,55.66
29.07.2020-17:43:21,17.89,46.16
29.07.2020-17:43:26,16.78,54.24
29.07.2020-17:43:31,12.91,62.48
29.07.2020-17:43:36,19.77,59.57
29.07.2020-17:43:41,22.97,74.47
29.07.2020-17:43:46,13.29,62.67
29.07.2020-17:43:51,18.62,18.04
29.07.2020-17:43:56,20.02,55.07
29.07.2020-17:44:01,20.94,73.04
29.07.2020-17:44:06,17.92,51.59
29.07.2020-17:44:11,18.22,40.74
29.07.2020-17:44:16,24.79,52.93
29.07.2020-17:44:21,14.56,82.08
29.07.2020-17:44:26,22.17,30.81
29.07.2020-17:44:31,15.31,44.03
29.07.2020-17:44:36,21.59,54.3
29.07.2020-17:44:41,19.61,48.87
29.07.2020-17:44:46,14.5,53.19
29.07.2020-17:44:51,16.29,55.47
29.07.2020-17:44:56,18.73,18.65
29.07.2020-17:45:01,13.46,55.61
29.07.2020-17:45:06,26.25,41.0
29.07.2020-17:45:11,14.51,73.83
29.07.2020-17:45:16,23.95,28.72
29.07.2020-17:45:21,19.27,58.94
29.07.2020-17:45:26,15.34,40.69
29.07.2020-17:45:31,18.45,57.72
29.07.2020-17:45:36,18.64,33.32
29.07.2020-17:45:41,23.89,46.41
29.07.2020-17:45:46,15.08,54.75
29.07.2020-17:45:51,24.53,43.12
29.07.2020-17:45:56,18.35,40.79
29.07.2020-17:46:01,26.93,66.47
29.07.2020-17:46:06,25.21,98.63
29.07.2020-17:46:11,14.3,55.51
29.07.2020-17:46:16,19.9,83.83
29.07.2020-17:46:21,17.96,79.4
29.07.2020-17:46:27,8.98,27.95
29.07.2020-17:46:32,18.71,54.88
29.07.2020-17:46:37,20.23,69.15
29.07.2020-17:46:42,20.45,50.58
29.07.2020-17:46:47,15.5,48.68
29.07.2020-17:46:52,22.32,37.43
29.07.2020-17:46:57,17.26,67.39
29.07.2020-17:47:02,14.18,82.85
29.07.2020-17:47:07,22.26,22.51
29.07.2020-17:47:12,14.15,50.84
29.07.2020-17:47:17,14.26,49.27
29.07.2020-17:47:22,27.37,52.37
29.07.2020-17:47:27,19.36,45.43
29.07.2020-17:47:32,26.08,61.11
29.07.2020-17:47:37,18.51,45.63
29.07.2020-17:47:42,21.58,66.05
29.07.2020-17:47:47,24.3,39.75
29.07.2020-17:47:52,15.92,33.3
29.07.2020-17:47:57,19.3,45.23
29.07.2020-17:48:02,21.59,58.04
29.07.2020-17:48:07,13.56,30.0
29.07.2020-17:48:12,23.79,48.75
29.07.2020-17:48:17,25.8,22.63
29.07.2020-17:48:22,11.84,52.68
29.07.2020-17:48:27,17.99,31.65
29.07.2020-17:48:32,19.92,44.14
29.07.2020-17:48:37,25.36,40.8
29.07.2020-17:48:42,25.38,12.59
29.07.2020-17:48:47,17.43,33.64
29.07.2020-17:48:52,16.92,67.25
29.07.2020-17:48:57,22.08,78.93
29.07.2020-17:49:02,15.15,28.06
29.07.2020-17:49:07,24.47,79.52
29.07.2020-17:49:12,26.28,41.38
29.07.2020-17:49:17,15.96,76.27
29.07.2020-17:49:22,25.41,46.14
29.07.2020-17:49:27,25.73,68.24
29.07.2020-17:49:32,21.37,64.11
29.07.2020-17:49:37,13.69,48.15
29.07.2020-17:49:42,23.64,47.68
29.07.2020-17:49:47,19.8,60.78
29.07.2020-17:49:52,22.04,57.97
29.07.2020-17:49:57,17.29,23.54
29.07.2020-17:50:02,29.4,105.31
29.07.2020-17:50:07,18.26,9.87
29.07.2020-17:50:12,14.91,36.99
29.07.2020-17:50:17,8.92,45.86
29.07.2020-17:50:22,22.49,98.84
29.07.2020-17:50:27,18.36,51.05
29.07.2020-17:50:32,27.58,25.98
29.07.2020-17:50:37,11.24,49.09
29.07.2020-17:50:42,20.42,37.86
29.07.2020-17:50:47,24.59,19.96
29.07.2020-17:50:52,22.62,73.0
29.07.2020-17:50:57,19.7,56.29
29.07.2020-17:51:02,17.19,32.31
29.07.2020-17:51:07,19.9,79.24
29.07.2020-17:51:12,23.63,86.79
29.07.2020-17:51:17,14.36,40.25
29.07.2020-17:51:22,19.21,40.17
29.07.2020-17:51:27,14.01,21.48
29.07.2020-17:51:32,23.1,40.36
29.07.2020-17:51:37,21.36,71.87
29.07.2020-17:51:42,17.88,36.36
29.07.2020-17:51:47,18.22,72.74
29.07.2020-17:51:52,22.69,65.14
29.07.2020-17:51:57,20.82,24.92
29.07.2020-17:52:02,24.55,51.88
29.07.2020-17:52:07,20.19,62.49
29.07.2020-17:52:12,28.13,80.1
29.07.2020-17:52:17,9.33,30.02
29.07.2020-17:52:22,25.99,36.23
29.07.2020-17:52:27,20.86,35.3
29.07.2020-17:52:32,23.9,64.36
29.07.2020-17:52:37,18.45,81.13
29.07.2020-17:52:42,19.46,44.1
29.07.2020-17:52:47,17.18,27.74
29.07.2020-17:52:52,25.03,40.22
29.07.2020-17:52:57,24.4,60.26
29.07.2020-17:53:02,11.33,18.03
29.07.2020-17:53:07,14.77,35.45
29.07.2020-17:53:12,28.42,52.25
29.07.2020-17:53:17,10.71,62.8
29.07.2020-17:53:22,26.35,26.21
29.07.2020-17:53:27,12.39,52.49
29.07.2020-17:53:32,20.16,56.73
29.07.2020-17:53:37,12.92,47.44
29.07.2020-17:53:42,21.68,38.82
29.07.2020-17:53:47,14.84,30.93
29.07.2020-17:53:52,14.44,52.74
29.07.2020-17:53:57,16.78,73.33
29.07.2020-17:54:02,15.66,39.08
29.07.2020-17:54:07,19.99,38.15
29.07.2020-17:54:12,24.12,61.26
29.07.2020-17:54:17,19.59,55.85
29.07.2020-17:54:22,18.65,65.25
29.07.2020-17:54:27,13.9,92.35
29.07.2020-17:54:32,13.54,47.2
29.07.2020-17:54:37,23.45,60.19
29.07.2020-17:54:42,20.39,52.79
29.07.2020-17:54:47,18.78,58.51
29.07.2020-17:54:52,24.06,69.49
29.07.2020-17:54:57,15.64,40.7
29.07.2020-17:55:02,18.69,66.31
29.07.2020-17:55:07,19.96,59.87
29.07.2020-17:55:12,14.15,59.02
29.07.2020-17:55:17,15.63,44.06
29.07.2020-17:55:22,20.43,83.82
29.07.2020-17:55:27,19.62,25.26
29.07.2020-17:55:32,12.68,40.68
29.07.2020-17:55:37,20.82,43.01
29.07.2020-17:55:42,16.87,39.52
29.07.2020-17:55:47,17.03,11.61
29.07.2020-17:55:52,16.72,6.26
29.07.2020-17:55:57,12.14,34.07
29.07.2020-17:56:02,18.18,21.47
29.07.2020-17:56:07,19.93,40.54
29.07.2020-17:56:12,26.2,46.86
29.07.2020-17:56:17,11.49,51.15
29.07.2020-17:56:22,13.3,32.65
29.07.2020-17:56:27,18.16,59.13
29.07.2020-17:56:32,22.06,45.12
29.07.2020-17:56:37,13.2,52.88
29.07.2020-17:56:42,32.83,30.97
29.07.2020-17:56:47,23.71,38.95
29.07.2020-17:56:52,21.44,37.92
29.07.2020-17:56:57,24.69,68.97
29.07.2020-17:57:02,24.32,50.41
29.07.2020-17:57:07,23.05,39.93
29.07.2020-17:57:12,10.91,74.89
29.07.2020-17:57:17,24.44,36.91
29.07.2020-17:57:22,17.29,56.49
29.07.2020-17:57:27,12.89,55.51
29.07.2020-17:57:32,24.48,53.21
29.07.2020-17:57:37,18.78,-7.28
29.07.2020-17:57:42,16.13,68.22
29.07.2020-17:57:47,27.41,35.4
29.07.2020-17:57:52,21.38,62.54
29.07.2020-17:57:57,19.74,36.18
29.07.2020-17:58:02,19.2,23.73
29.07.2020-17:58:07,21.6,60.78
29.07.2020-17:58:12,17.96,88.81
29.07.2020-17:58:17,21.59,51.12
29.07.2020-17:58:22,21.95,33.98
29.07.2020-17:58:27,24.46,39.2
29.07.2020-17:58:32,18.89,107.62
29.07.2020-17:58:37,23.38,70.05
29.07.2020-17:58:42,22.34,39.03
29.07.2020-17:58:47,26.41,61.71
29.07.2020-17:58:52,21.68,57.03
29.07.2020-17:58:57,25.98,71.31
29.07.2020-17:59:02,21.85,80.51
29.07.2020-17:59:07,16.42,52.58
29.07.2020-17:59:12,16.6,54.45
29.07.2020-17:59:17,20.55,75.75
29.07.2020-17:59:22,22.76,47.25
29.07.2020-17:59:27,25.23,63.64
29.07.2020-17:59:32,26.76,15.92
29.07.2020-17:59:37,26.55,53.6
29.07.2020-17:59:42,17.53,64.63
29.07.2020-17:59:47,26.11,24.61
29.07.2020-17:59:52,26.37,58.51
29.07.2020-17:59:57,15.87,69.86
29.07.2020-18:00:02,20.68,92.14
29.07.2020-18:00:07,29.01,54.46
29.07.2020-18:00:12,19.35,52.38
29.07.2020-18:00:18,19.04,58.24
29.07.2020-18:00:23,25.92,39.78
29.07.2020-18:00:28,24.58,55.21
29.07.2020-18:00:33,22.24,56.13
29.07.2020-18:00:38,7.56,74.26
29.07.2020-18:00:43,15.8,38.32
29.07.2020-18:00:48,7.42,25.34
29.07.2020-18:00:53,17.27,43.56
29.07.2020-18:00:58,19.12,93.67
29.07.2020-18:01:03,20.79,32.6
29.07.2020-18:01:08,20.96,62.46
29.07.2020-18:01:13,24.29,60.8
29.07.2020-18:01:18,16.26,54.83
29.07.2020-18:01:23,22.88,69.62
29.07.2020-18:01:28,28.88,50.16
29.07.2020-18:01:33,13.79,-12.17
29.07.2020-18:01:38,16.65,21.84
29.07.2020-18:01:43,19.99,61.11
29.07.2020-18:01:48,16.8,36.84
29.07.2020-18:01:53,18.45,23.95
29.07.2020-18:01:58,15.3,68.51
29.07.2020-18:02:03,19.77,58.32
29.07.2020-18:02:08,27.71,38.03
29.07.2020-18:02:13,5.83,59.93
29.07.2020-18:02:18,28.31,75.54
29.07.2020-18:02:23,24.11,73.19
29.07.2020-18:02:28,21.14,71.6
29.07.2020-18:02:33,19.59,58.74
29.07.2020-18:02:38,9.55,22.45
29.07.2020-18:02:43,21.36,53.81
29.07.2020-18:02:48,24.83,85.13
29.07.2020-18:02:53,16.49,71.98
29.07.2020-18:02:58,22.09,85.44
29.07.2020-18:03:03,32.25,67.57
29.07.2020-18:03:08,25.76,57.04
29.07.2020-18:03:13,15.31,69.72
29.07.2020-18:03:18,17.05,37.34
29.07.2020-18:03:23,24.03,39.58
29.07.2020-18:03:28,17.32,55.63
29.07.2020-18:03:33,18.36,54.29
29.07.2020-18:03:38,28.45,88.74
29.07.2020-18:03:43,16.52,76.03
29.07.2020-18:03:48,20.28,77.69
29.07.2020-18:03:53,19.94,46.03
29.07.2020-18:03:58,15.75,31.72
29.07.2020-18:04:03,20.02,82.53
29.07.2020-18:04:08,11.59,48.93
29.07.2020-18:04:13,30.88,66.96
29.07.2020-18:04:18,16.07,46.06
29.07.2020-18:04:23,13.89,61.25
29.07.2020-18:04:28,15.68,68.93
29.07.2020-18:04:33,23.6,58.26
29.07.2020-18:04:38,13.69,64.22
29.07.2020-18:04:43,21.35,24.42
29.07.2020-18:04:48,21.8,58.03
29.07.2020-18:04:53,17.37,13.86
29.07.2020-18:04:58,23.12,50.37
29.07.2020-18:05:03,29.92,21.69
29.07.2020-18:05:08,23.41,25.71
29.07.2020-18:05:13,25.32,25.01
29.07.2020-18:05:18,24.57,36.36
29.07.2020-18:05:23,14.83,53.83
29.07.2020-18:05:28,18.47,45.51
29.07.2020-18:05:33,20.83,53.74
29.07.2020-18:05:38,18.61,43.74
29.07.2020-18:05:43,26.75,89.13
29.07.2020-18:05:48,20.26,43.62
29.07.2020-18:05:53,19.7,22.77
29.07.2020-18:05:58,22.73,36.15
29.07.2020-18:06:03,19.37,59.54
29.07.2020-18:06:08,17.33,59.5
29.07.2020-18:06:13,21.62,9.45
29.07.2020-18:06:18,24.2,23.61
29.07.2020-18:06:23,13.69,9.72
29.07.2020-18:06:28,17.14,45.31
29.07.2020-18:06:33,23.31,52.64
29.07.2020-18:06:38,20.13,33.81
29.07.2020-18:06:43,19.21,48.59
29.07.2020-18:06:48,15.31,35.08
29.07.2020-18:06:53,24.41,42.53
29.07.2020-18:06:58,20.69,71.34
29.07.2020-18:07:03,18.16,78.88
29.07.2020-18:07:08,22.56,64.27
29.07.2020-18:07:13,17.07,69.77
29.07.2020-18:07:18,24.92,62.51
29.07.2020-18:07:23,20.58,27.19
29.07.2020-18:07:28,21.26,29.04
29.07.2020-18:07:33,22.82,31.25
29.07.2020-18:07:38,20.65,17.89
29.07.2020-18:07:43,13.08,73.81
29.07.2020-18:07:48,25.86,43.3
29.07.2020-18:07:53,13.13,18.76
29.07.2020-18:07:58,20.58,43.79
29.07.2020-18:08:03,25.26,42.48
29.07.2020-18:08:08,22.5,34.02
29.07.2020-18:08:13,11.39,45.43
29.07.2020-18:08:18,28.5,40.33
29.07.2020-18:08:23,19.03,60.86
29.07.2020-18:08:28,29.41,45.78
29.07.2020-18:08:33,19.15,59.37
29.07.2020-18:08:38,13.2,61.28
29.07.2020-18:08:43,15.45,71.52
29.07.2020-18:08:48,14.75,64.28
29.07.2020-18:08:53,19.15,61.78
29.07.2020-18:08:58,20.8,73.06
29.07.2020-18:09:03,18.37,43.62
29.07.2020-18:09:08,19.04,62.49
29.07.2020-18:09:13,16.74,23.81
29.07.2020-18:09:18,17.96,48.47
29.07.2020-18:09:23,16.14,47.21
29.07.2020-18:09:28,16.01,67.75
29.07.2020-18:09:33,16.18,46.72
29.07.2020-18:09:38,22.89,45.21
29.07.2020-18:09:43,23.18,19.49
29.07.2020-18:09:48,19.72,16.68
29.07.2020-18:09:53,11.85,44.9
29.07.2020-18:09:58,27.86,84.66
29.07.2020-18:10:03,15.49,57.2
29.07.2020-18:10:08,19.67,49.16
29.07.2020-18:10:13,22.89,33.31
29.07.2020-18:10:18,18.12,58.9
29.07.2020-18:10:23,22.18,67.72
29.07.2020-18:10:28,19.82,16.47
29.07.2020-18:10:33,23.92,31.01
29.07.2020-18:10:38,21.47,22.92
29.07.2020-18:10:43,16.72,10.07
29.07.2020-18:10:48,24.08,52.45
29.07.2020-18:10:53,22.25,46.28
29.07.2020-18:10:58,21.67,40.32
29.07.2020-18:11:03,22.11,41.81
29.07.2020-18:11:08,23.7,12.05
29.07.2020-18:11:13,20.18,20.37
29.07.2020-18:11:18,13.54,44.96
29.07.2020-18:11:23,19.97,69.61
29.07.2020-18:11:28,13.75,53.16
29.07.2020-18:11:33,26.68,28.16
29.07.2020-18:11:38,24.89,24.19
29.07.2020-18:11:43,18.04,25.12
29.07.2020-18:11:48,17.16,28.28
29.07.2020-18:11:53,20.02,59.0
29.07.2020-18:11:58,19.71,65.72
29.07.2020-18:12:03,10.99,44.1
29.07.2020-18:12:08,18.04,59.31
29.07.2020-18:12:13,25.69,60.97
29.07.2020-18:12:18,20.78,55.84
29.07.2020-18:12:23,22.64,60.9
29.07.2020-18:12:28,19.06,29.43
29.07.2020-18:12:33,9.32,55.08
29.07.2020-18:12:38,16.18,47.82
29.07.2020-18:12:43,26.82,56.21
29.07.2020-18:12:48,20.1,12.31
29.07.2020-18:12:53,21.3,64.58
29.07.2020-18:12:58,19.41,73.18
29.07.2020-18:13:03,21.07,54.21
29.07.2020-18:13:08,16.41,41.74
29.07.2020-18:13:13,26.85,44.46
29.07.2020-18:13:18,15.3,36.93
29.07.2020-18:13:23,20.06,48.32
29.07.2020-18:13:28,23.44,70.42
29.07.2020-18:13:33,18.06,33.09
29.07.2020-18:13:38,14.81,35.65
29.07.2020-18:13:43,23.59,16.85
29.07.2020-18:13:48,30.41,55.82
29.07.2020-18:13:53,16.15,56.91
29.07.2020-18:13:58,26.71,11.55
29.07.2020-18:14:03,17.16,111.13
29.07.2020-18:14:09,21.33,42.45
29.07.2020-18:14:14,25.67,23.12
29.07.2020-18:14:19,31.4,56.61
29.07.2020-18:14:24,24.38,64.25
29.07.2020-18:14:29,20.69,61.68
29.07.2020-18:14:34,26.02,43.12
29.07.2020-18:14:39,25.07,41.64
29.07.2020-18:14:44,15.29,51.72
29.07.2020-18:14:49,26.7,72.15
29.07.2020-18:14:54,16.88,12.58
29.07.2020-18:14:59,23.39,59.47
29.07.2020-18:15:04,17.8,25.99
29.07.2020-18:15:09,26.89,25.88
29.07.2020-18:15:14,20.69,56.94
29.07.2020-18:15:19,32.1,53.16
29.07.2020-18:15:24,22.02,42.09
29.07.2020-18:15:29,20.61,73.49
29.07.2020-18:15:34,15.84,84.87
29.07.2020-18:15:39,16.86,57.25
29.07.2020-18:15:44,22.49,30.81
29.07.2020-18:15:49,23.02,29.24
29.07.2020-18:15:54,32.04,35.82
29.07.2020-18:15:59,23.15,56.87
29.07.2020-18:16:04,17.77,31.19
29.07.2020-18:16:09,20.21,53.35
29.07.2020-18:16:14,15.96,67.22
29.07.2020-18:16:19,20.1,67.45
29.07.2020-18:16:24,23.55,35.96
29.07.2020-18:16:29,10.58,19.53
29.07.2020-18:16:34,21.36,49.86
29.07.2020-18:16:39,23.38,37.42
29.07.2020-18:16:44,27.59,38.53
29.07.2020-18:16:49,12.64,66.8
29.07.2020-18:16:54,19.43,24.29
29.07.2020-18:16:59,20.17,42.07
29.07.2020-18:17:04,26.15,58.92
29.07.2020-18:17:09,10.63,64.61
29.07.2020-18:17:14,26.67,42.26
29.07.2020-18:17:19,18.49,49.3
29.07.2020-18:17:24,12.65,47.76
29.07.2020-18:17:29,15.25,61.51
29.07.2020-18:17:34,28.03,73.48
29.07.2020-18:17:39,21.96,19.13
29.07.2020-18:17:44,19.69,29.85
29.07.2020-18:17:49,23.6,43.07
29.07.2020-18:17:54,19.36,54.11
29.07.2020-18:17:59,23.31,53.74
29.07.2020-18:18:04,15.18,15.14
29.07.2020-18:18:09,20.22,66.89
29.07.2020-18:18:14,17.53,48.74
29.07.2020-18:18:19,17.41,25.18
29.07.2020-18:18:24,11.68,70.79
29.07.2020-18:18:29,23.78,52.57
29.07.2020-18:18:34,18.65,55.16
29.07.2020-18:18:39,24.95,29.73
29.07.2020-18:18:44,24.23,56.98
29.07.2020-18:18:49,18.04,55.5
29.07.2020-18:18:54,19.76,21.64
29.07.2020-18:18:59,18.22,52.35
29.07.2020-18:19:04,27.38,60.71
29.07.2020-18:19:09,24.66,81.28
29.07.2020-18:19:14,18.47,92.09
29.07.2020-18:19:19,21.32,41.03
29.07.2020-18:19:24,15.98,68.76
29.07.2020-18:19:29,25.21,52.06
29.07.2020-18:19:34,25.23,10.33
29.07.2020-18:19:39,24.63,52.51
29.07.2020-18:19:44,19.95,63.19
29.07.2020-18:19:49,24.77,28.52
29.07.2020-18:19:54,17.62,20.93
29.07.2020-18:19:59,21.36,62.8
29.07.2020-18:20:04,18.94,58.05
29.07.2020-18:20:09,25.43,29.29
29.07.2020-18:20:14,21.36,25.57
29.07.2020-18:20:19,25.79,90.28
29.07.2020-18:20:24,12.29,44.67
29.07.2020-18:20:29,14.28,47.17
29.07.2020-18:20:34,12.32,62.96
29.07.2020-18:20:39,21.25,16.93
29.07.2020-18:20:44,20.46,41.33
29.07.2020-18:20:49,21.14,40.42
29.07.2020-18:20:54,22.15,50.43
29.07.2020-18:20:59,20.32,65.86
29.07.2020-18:21:04,20.77,36.51
29.07.2020-18:21:09,19.46,62.32
29.07.2020-18:21:14,18.06,65.92
29.07.2020-18:21:19,14.35,50.35
29.07.2020-18:21:24,20.37,56.4
29.07.2020-18:21:29,20.98,22.37
29.07.2020-18:21:34,13.37,21.52
29.07.2020-18:21:39,15.19,20.26
29.07.2020-18:21:44,21.74,45.46
29.07.2020-18:21:49,18.23,18.88
29.07.2020-18:21:54,21.32,66.86
29.07.2020-18:21:59,16.55,68.17
29.07.2020-18:22:04,26.43,35.54
29.07.2020-18:22:09,16.5,71.17
29.07.2020-18:22:14,24.51,53.62
29.07.2020-18:22:19,30.19,44.71
29.07.2020-18:22:24,22.77,23.55
29.07.2020-18:22:29,19.07,51.01
29.07.2020-18:22:34,15.75,63.23
29.07.2020-18:22:39,19.8,19.09
29.07.2020-18:22:44,20.79,77.62
29.07.2020-18:22:49,14.74,56.76
29.07.2020-18:22:54,23.85,30.56
29.07.2020-18:22:59,20.99,44.07
29.07.2020-18:23:04,9.91,70.7
29.07.2020-18:23:09,12.73,30.31
29.07.2020-18:23:14,10.82,77.0
29.07.2020-18:23:19,18.86,76.09
29.07.2020-18:23:24,15.65,77.95
29.07.2020-18:23:29,17.47,31.97
29.07.2020-18:23:34,18.22,27.26
29.07.2020-18:23:39,15.38,70.67
29.07.2020-18:23:44,21.21,59.66
29.07.2020-18:23:49,23.14,27.93
29.07.2020-18:23:54,13.28,67.01
29.07.2020-18:23:59,20.13,52.09
29.07.2020-18:24:04,19.5,34.19
29.07.2020-18:24:09,6.91,7.24
29.07.2020-18:24:14,17.11,63.32
29.07.2020-18:24:19,22.71,28.45
29.07.2020-18:24:24,22.69,57.57
29.07.2020-18:24:29,27.42,54.55
29.07.2020-18:24:34,11.69,45.6
29.07.2020-18:24:39,15.87,32.35
29.07.2020-18:24:44,11.81,57.6
29.07.2020-18:24:49,14.42,81.35
29.07.2020-18:24:54,23.35,64.49
29.07.2020-18:24:59,23.45,45.45
29.07.2020-18:25:04,27.44,35.82
29.07.2020-18:25:09,8.4,53.09
29.07.2020-18:25:14,22.57,55.15
29.07.2020-18:25:19,19.97,21.05
